"name","rating","img","price","discount"
"Realme 5i (Aqua Blue, 64 GB)Redmi 8 (Onyx Black, 64 GB)Redmi 8 (Sapphire Blue, 64 GB)Redmi 8 (Emerald Green, 64 GB)Motorola G8 Power Lite (Royal Blue, 64 GB)Realme 6 (Comet Blue, 64 GB)POCO X2 (Atlantis Blue, 64 GB)Motorola G8 Power Lite (Arctic Blue, 64 GB)Realme Narzo 10A (So White, 32 GB)Realme Narzo 10A (So White, 64 GB)Realme Narzo 10A (So Blue, 32 GB)Realme Narzo 10A (So Blue, 64 GB)POCO X2 (Matrix Purple, 64 GB)Realme C3 (Frozen Blue, 64 GB)Realme 6 (Comet White, 64 GB)Realme C11 (Rich Grey, 32 GB)Realme C11 (Rich Green, 32 GB)Apple iPhone XR (Black, 64 GB)Realme 6 Pro (Lightning Blue, 64 GB)Realme 6 Pro (Lightning Orange, 64 GB)Realme 6 Pro (Lightning Blue, 128 GB)OPPO A9 2020 (Marine Green, 128 GB)Apple iPhone SE (Black, 64 GB)Apple iPhone SE (White, 64 GB)","4.54.44.44.44.44.44.54.44.64.64.64.64.54.54.44.64.64.64.54.54.54.34.54.54.64.54.64.34.4","//img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg","["""",""10,999"",""9,999"",""9,999"",""9,999"",""9,499"",""15,999"",""17,499"",""9,499"",""8,999"",""9,999"",""8,999"",""9,999"",""17,499"",""9,999"",""15,999"",""7,499"",""7,499"",""46,999"",""17,999"",""17,999"",""18,999"",""13,990"",""40,999"",""40,999""]","[""9%"",""off9%"",""off9%"",""off5%"",""off11%"",""off7%"",""off5%"",""off10%"",""off9%"",""off10%"",""off9%"",""off7%"",""off11%"",""off16%"",""off16%"",""off10%"",""off26%"",""off3%"",""off3%"",""off""]"
